date,price,year,month,quarter,month_sin,month_cos,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,momentum_1,momentum_3,pct_change_1,pct_change_3,ewm_3,ewm_6,price_to_roll3,price_to_roll12,volatility_3
1882-01-01,18.94,1882,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-02-01,18.94,1882,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-03-01,18.94,1882,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-04-01,18.94,1882,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-05-01,18.94,1882,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-06-01,18.94,1882,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-07-01,18.94,1882,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-08-01,18.94,1882,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-09-01,18.94,1882,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-10-01,18.94,1882,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-11-01,18.94,1882,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1882-12-01,18.94,1882,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-01-01,18.94,1883,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-02-01,18.94,1883,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-03-01,18.94,1883,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-04-01,18.94,1883,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-05-01,18.94,1883,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-06-01,18.94,1883,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-07-01,18.94,1883,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-08-01,18.94,1883,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-09-01,18.94,1883,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-10-01,18.94,1883,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-11-01,18.94,1883,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1883-12-01,18.94,1883,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-01-01,18.94,1884,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-02-01,18.94,1884,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-03-01,18.94,1884,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-04-01,18.94,1884,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-05-01,18.94,1884,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-06-01,18.94,1884,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-07-01,18.94,1884,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-08-01,18.94,1884,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-09-01,18.94,1884,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-10-01,18.94,1884,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-11-01,18.94,1884,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1884-12-01,18.94,1884,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-01-01,18.94,1885,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-02-01,18.94,1885,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-03-01,18.94,1885,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-04-01,18.94,1885,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-05-01,18.94,1885,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-06-01,18.94,1885,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-07-01,18.94,1885,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-08-01,18.94,1885,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-09-01,18.94,1885,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-10-01,18.94,1885,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-11-01,18.94,1885,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1885-12-01,18.94,1885,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-01-01,18.94,1886,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-02-01,18.94,1886,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-03-01,18.94,1886,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-04-01,18.94,1886,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-05-01,18.94,1886,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-06-01,18.94,1886,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-07-01,18.94,1886,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-08-01,18.94,1886,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-09-01,18.94,1886,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-10-01,18.94,1886,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-11-01,18.94,1886,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1886-12-01,18.94,1886,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-01-01,18.94,1887,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-02-01,18.94,1887,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-03-01,18.94,1887,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-04-01,18.94,1887,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-05-01,18.94,1887,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-06-01,18.94,1887,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-07-01,18.94,1887,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-08-01,18.94,1887,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-09-01,18.94,1887,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-10-01,18.94,1887,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-11-01,18.94,1887,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1887-12-01,18.94,1887,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-01-01,18.94,1888,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-02-01,18.94,1888,2,1,0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-03-01,18.94,1888,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-04-01,18.94,1888,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-05-01,18.94,1888,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-06-01,18.94,1888,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-07-01,18.94,1888,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-08-01,18.94,1888,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-09-01,18.94,1888,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-10-01,18.94,1888,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-11-01,18.94,1888,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1888-12-01,18.94,1888,12,4,-2.4492935982947064e-16,1.0,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,1.0,1.0,0.0
1889-01-01,18.93,1889,1,1,0.49999999999999994,0.8660254037844387,18.94,18.94,18.94,18.94,18.94,18.94,0.0,18.94,0.0,18.94,0.0,-0.010000000000001563,-0.010000000000001563,-0.0005279831045407191,-0.0005279831045407191,18.939999999999998,18.939999999999998,0.9994720168954593,0.9994720168954593,0.0
1889-02-01,18.93,1889,2,1,0.8660254037844386,0.5000000000000001,18.93,18.94,18.94,18.94,18.94,18.936666666666667,0.005773502691896647,18.938333333333333,0.0040824829046365125,18.93916666666667,0.0028867513459648027,0.0,-0.010000000000001563,0.0,-0.0005279831045407191,18.935,18.937142857142856,0.9996479493046998,0.9995159941919302,0.005773502691896647
1889-03-01,18.93,1889,3,1,1.0,6.123233995736766e-17,18.93,18.93,18.94,18.94,18.94,18.933333333333334,0.00577350269189716,18.936666666666667,0.005163977794943411,18.938333333333336,0.0038924947208181706,0.0,-0.010000000000001563,0.0,-0.0005279831045407191,18.932499999999997,18.935102040816325,0.9998239436619718,0.99955997535862,0.00577350269189716
1889-04-01,18.93,1889,4,2,0.8660254037844387,-0.4999999999999998,18.93,18.93,18.93,18.94,18.94,18.93,0.0,18.935000000000002,0.00547722557505282,18.937500000000004,0.004522670168674099,0.0,0.0,0.0,0.0,18.93125,18.933644314868804,1.0,0.9996039603960394,0.0
1889-05-01,18.93,1889,5,2,0.49999999999999994,-0.8660254037844387,18.93,18.93,18.93,18.94,18.94,18.93,0.0,18.933333333333334,0.005163977794944672,18.936666666666667,0.004923659639179118,0.0,0.0,0.0,0.0,18.930625,18.932603082049145,1.0,0.9996479493046998,0.0
1889-06-01,18.93,1889,6,2,1.2246467991473532e-16,-1.0,18.93,18.93,18.93,18.94,18.94,18.93,0.0,18.93166666666667,0.0040824829046397035,18.93583333333333,0.005149286505448869,0.0,0.0,0.0,0.0,18.9303125,18.931859344320817,1.0,0.9996919420851121,0.0
1889-07-01,18.93,1889,7,3,-0.4999999999999997,-0.8660254037844388,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.935,0.005222329678674429,0.0,0.0,0.0,0.0,18.93015625,18.931328103086297,1.0,0.9997359387377872,0.0
1889-08-01,18.93,1889,8,3,-0.8660254037844385,-0.5000000000000004,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.934166666666666,0.005149286505447066,0.0,0.0,0.0,0.0,18.930078125,18.93094864506164,1.0,0.9997799392632367,0.0
1889-09-01,18.93,1889,9,3,-1.0,-1.8369701987210297e-16,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.933333333333334,0.004923659639175346,0.0,0.0,0.0,0.0,18.9300390625,18.930677603615457,1.0,0.9998239436619718,0.0
1889-10-01,18.93,1889,10,4,-0.8660254037844386,0.5000000000000001,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.9325,0.00452267016866794,0.0,0.0,0.0,0.0,18.93001953125,18.93048400258247,1.0,0.9998679519345041,0.0
1889-11-01,18.93,1889,11,4,-0.5000000000000004,0.8660254037844384,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.93166666666667,0.0038924947208086287,0.0,0.0,0.0,0.0,18.930009765625,18.930345716130336,1.0,0.9999119640813451,0.0
1889-12-01,18.93,1889,12,4,-2.4492935982947064e-16,1.0,18.93,18.93,18.93,18.93,18.94,18.93,0.0,18.93,0.0,18.930833333333336,0.0028867513459487197,0.0,0.0,0.0,0.0,18.9300048828125,18.9302469400931,1.0,0.9999559801030065,0.0
1890-01-01,18.94,1890,1,1,0.49999999999999994,0.8660254037844387,18.93,18.93,18.93,18.93,18.93,18.93,0.0,18.93,0.0,18.93,0.0,0.010000000000001563,0.010000000000001563,0.0005282620179609676,0.0005282620179609676,18.930002441406252,18.930176385780786,1.000528262017961,1.000528262017961,0.0
1890-02-01,18.94,1890,2,1,0.8660254037844386,0.5000000000000001,18.94,18.93,18.93,18.93,18.93,18.933333333333334,0.00577350269189716,18.93166666666667,0.0040824829046397035,18.930833333333336,0.0028867513459487197,0.0,0.010000000000001563,0.0,0.0005282620179609676,18.93500122070313,18.932983132700564,1.0003521126760564,1.0004842188669278,0.00577350269189716
1890-03-01,18.94,1890,3,1,1.0,6.123233995736766e-17,18.94,18.94,18.93,18.93,18.93,18.936666666666667,0.005773502691896647,18.933333333333334,0.005163977794944672,18.93166666666667,0.0038924947208086287,0.0,0.010000000000001563,0.0,0.0005282620179609676,18.937500610351563,18.934987951928974,1.0001760253476502,1.000440179593274,0.005773502691896647
1890-04-01,18.94,1890,4,2,0.8660254037844387,-0.4999999999999998,18.94,18.94,18.94,18.93,18.93,18.94,0.0,18.935,0.00547722557505282,18.9325,0.00452267016866794,0.0,0.0,0.0,0.0,18.93875030517578,18.936419965663553,1.0,1.0003961441964875,0.0
1890-05-01,18.94,1890,5,2,0.49999999999999994,-0.8660254037844387,18.94,18.94,18.94,18.93,18.93,18.94,0.0,18.936666666666667,0.005163977794943411,18.933333333333334,0.004923659639175346,0.0,0.0,0.0,0.0,18.939375152587893,18.937442832616824,1.0,1.0003521126760564,0.0
1890-06-01,18.94,1890,6,2,1.2246467991473532e-16,-1.0,18.94,18.94,18.94,18.93,18.93,18.94,0.0,18.938333333333333,0.0040824829046365125,18.934166666666666,0.005149286505447066,0.0,0.0,0.0,0.0,18.93968757629395,18.93817345186916,1.0,1.0003080850314687,0.0
1890-07-01,18.94,1890,7,3,-0.4999999999999997,-0.8660254037844388,18.94,18.94,18.94,18.94,18.93,18.94,0.0,18.94,0.0,18.935,0.005222329678674429,0.0,0.0,0.0,0.0,18.939843788146973,18.93869532276369,1.0,1.000264061262213,0.0
1890-08-01,18.94,1890,8,3,-0.8660254037844385,-0.5000000000000004,18.94,18.94,18.94,18.94,18.93,18.94,0.0,18.94,0.0,18.93583333333333,0.005149286505448869,0.0,0.0,0.0,0.0,18.939921894073485,18.93906808768835,1.0,1.0002200413677773,0.0
1890-09-01,18.94,1890,9,3,-1.0,-1.8369701987210297e-16,18.94,18.94,18.94,18.94,18.93,18.94,0.0,18.94,0.0,18.936666666666667,0.004923659639179118,0.0,0.0,0.0,0.0,18.939960947036745,18.939334348348822,1.0,1.0001760253476502,0.0
1890-10-01,18.94,1890,10,4,-0.8660254037844386,0.5000000000000001,18.94,18.94,18.94,18.94,18.93,18.94,0.0,18.94,0.0,18.937500000000004,0.004522670168674099,0.0,0.0,0.0,0.0,18.939980473518375,18.939524534534875,1.0,1.00013201320132,0.0
1890-11-01,18.94,1890,11,4,-0.5000000000000004,0.8660254037844384,18.94,18.94,18.94,18.94,18.93,18.94,0.0,18.94,0.0,18.938333333333336,0.0038924947208181706,0.0,0.0,0.0,0.0,18.939990236759186,18.939660381810626,1.0,1.0000880049282759,0.0
